region,district,municipality,origin,alert_date,alert_hour,village_area,vegetation_area,farming_area,village_veget_area,total_area,intentional_cause,alert_day,alert_month,max_temperature,precipitation,min_temperature,avg_temperature,lat,lon
Beira Interior,Guarda,Seia,firepit,2015-07-20,10:31:00,0,0.5,0,0.5,0.5,0,20,July,35.6,0,17.5,26.7,40.3908333333333,-7.67555555555556
Beira Litoral,Aveiro,Espinho,agriculture,2015-07-20,20:58:00,0,0,0.005,0,0.005,0,20,July,29.3,0,19,22.8,41,-8.63333333333333
Entre Douro e Minho,Porto,Baião,firepit,2015-07-21,04:26:00,0,0.05,0,0.05,0.05,1,21,July,27,0,19.3,21.2,41.1333333333333,-7.96666666666667
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2015-07-21,16:38:00,0,0.002,0,0.002,0.002,0,21,July,27.6,0,16.5,20.8,41.7166666666667,-8.68333333333333
Beira Interior,Guarda,Celorico da Beira,firepit,2015-12-16,16:18:00,0,0.4,0,0.4,0.4,0,16,December,20.9,0,5.3,10.9,40.5697222222222,-7.48277777777778
Beira Litoral,Aveiro,Vale de Cambra,agriculture,2015-12-19,16:20:00,0,0,0.01,0,0.01,0,19,December,19.6,0,6.7,15.9,40.8,-8.38333333333333
Beira Litoral,Leiria,Óbidos,firepit,2015-12-01,17:51:00,0,0.004,0,0.004,0.004,0,1,December,15.6,0,9.8,13,39.35,-9.18333333333333
Entre Douro e Minho,Porto,Lousada,firepit,2015-07-20,18:34:00,0,0.02,0,0.02,0.02,0,20,July,27.7,0,18.5,21.9,41.25,-8.26666666666667
Ribatejo e Oeste,Santarém,Ourém,firepit,2015-11-30,16:15:00,0,0.0876,0,0.0876,0.0876,1,30,November,15.5,0,5.4,9.9,39.6852777777778,-8.51722222222222
Beira Litoral,Coimbra,Góis,fire,2015-06-28,15:21:00,1.4,0.1,0,1.5,1.5,1,28,June,29.8,0,14.2,20.3,40.1833333333333,-8.13333333333333
Entre Douro e Minho,Porto,Maia,firepit,2015-07-20,16:34:00,0,0.2,0,0.2,0.2,0,20,July,27.7,0,18.5,21.9,41.2166666666667,-8.58333333333333
Entre Douro e Minho,Porto,Felgueiras,firepit,2015-07-26,01:39:00,0,0.002,0,0.002,0.002,0,26,July,21,1.8,15.1,18.4,41.3833333333333,-8.23333333333333
Beira Interior,Guarda,Fornos de Algodres,agric_burn,2015-12-04,17:36:00,0,0.1,0,0.1,0.1,0,4,December,14.9,0,7.3,12.4,40.6858333333333,-7.51444444444444
Entre Douro e Minho,Braga,Guimarães,firepit,2015-06-28,17:17:00,0.005,0,0,0.005,0.005,0,28,June,28.2,0,14.2,20.9,41.4666666666667,-8.38333333333333
Tras-dos-Montes,Vila Real,Montalegre,firepit,2015-07-20,17:53:00,0,0.5,0,0.5,0.5,0,20,July,35,0,21.5,26.9,41.75,-8.03333333333333
Beira Litoral,Aveiro,Aveiro,firepit,2015-12-03,13:15:00,0,0.0054,0,0.0054,0.0054,0,3,December,20.8,0,12.1,15.7,40.6166666666667,-8.6
Beira Litoral,Viseu,Vouzela,firepit,2015-12-03,13:26:00,0,0.2,0,0.2,0.2,1,3,December,20.8,0,12.1,15.7,40.6833333333333,-8.1
Beira Litoral,Viseu,Cinfães,fire,2015-07-21,09:33:00,0,1,0,1,1,0,21,July,27,0,16.5,21.2,41.05,-8.15
Tras-dos-Montes,Vila Real,Vila Real,firepit,2015-07-21,16:56:00,0,0.1,0,0.1,0.1,0,21,July,34.3,0,19.3,26,41.3333333333333,-7.71666666666667
Beira Litoral,Aveiro,Sever do Vouga,firepit,2015-12-17,07:16:00,0.12,0,0,0.12,0.12,0,17,December,18.7,0,14.7,16.7,40.7333333333333,-8.36666666666667
Beira Interior,Guarda,Sabugal,agric_burn,2015-12-18,17:10:00,0,2e-04,0,2e-04,2e-04,0,18,December,19.4,0,9.2,11.7,40.3166666666667,-7.05
Beira Interior,Guarda,Celorico da Beira,agric_burn,2015-07-26,11:37:00,0,0,0.0016,0,0.0016,0,26,July,36.8,0,21,28.1,40.5605555555556,-7.4875
Entre Douro e Minho,Viana do Castelo,Caminha,agriculture,2015-07-21,00:40:00,0,0,0.001,0,0.001,0,21,July,27.6,0,16.5,20.8,41.8,-8.83333333333333
Tras-dos-Montes,Bragança,Mirandela,firepit,2015-07-21,05:07:00,0,0.06,0,0.06,0.06,1,21,July,34.3,0,19.3,26,41.6833333333333,-7.16666666666667
Tras-dos-Montes,Vila Real,Vila Pouca de Aguiar,fire,2015-07-21,16:17:00,1,0,0,1,1,0,21,July,34.3,0,19.3,26,41.4666666666667,-7.63333333333333
Beira Interior,Guarda,Seia,agric_burn,2015-12-18,16:42:00,0,0.05,0,0.05,0.05,0,18,December,19.4,0,9.2,11.7,40.4,-7.68333333333333
Entre Douro e Minho,Porto,Maia,firepit,2015-07-20,20:10:00,0,0.05,0,0.05,0.05,0,20,July,27.7,0,18.5,21.9,41.2,-8.58333333333333
Beira Litoral,Coimbra,Coimbra,fire,2015-07-20,12:25:00,3,0,0,3,3,1,20,July,29.3,0,19,22.8,40.1666666666667,-8.4
Beira Litoral,Viseu,Cinfães,firepit,2015-07-20,21:29:00,0,0.01,0,0.01,0.01,0,20,July,29.3,0,19,22.8,41.0166666666667,-8.2
Ribatejo e Oeste,Santarém,Almeirim,agriculture,2015-07-21,16:53:00,0,0,0.037,0,0.037,0,21,July,29.2,0,20.6,24.6,39.1333333333333,-8.58333333333333
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2015-07-21,13:00:00,0,0.02,0,0.02,0.02,1,21,July,27.6,0,16.5,20.8,41.8833333333333,-8.25
Beira Interior,Guarda,Guarda,agric_burn,2015-12-19,16:58:00,0,0.66,0,0.66,0.66,0,19,December,19.1,0,6.7,11.4,40.6577777777778,-7.23916666666667
Tras-dos-Montes,Bragança,Mirandela,firepit,2015-07-20,11:09:00,0,0.004,0,0.004,0.004,0,20,July,35,0,16.6,25.4,41.6166666666667,-7.18333333333333
Tras-dos-Montes,Vila Real,Valpaços,fire,2015-07-20,11:35:00,0,1.5,0,1.5,1.5,1,20,July,35,0,16.6,25.4,41.6497222222222,-7.26138888888889
Beira Litoral,Viseu,Oliveira de Frades,firepit,2015-07-23,18:28:00,0.45,0.06,0,0.51,0.51,1,23,July,28,0,14.5,19.8,40.7333333333333,-8.28333333333333
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2015-07-23,20:33:00,0,0.1,0,0.1,0.1,0,23,July,25.4,4.9,15.6,20.2,41.7666666666667,-8.56666666666667
Entre Douro e Minho,Braga,Celorico de Basto,agriculture,2015-07-23,23:54:00,0,0,1.5,0,1.5,1,23,July,33.9,0.4,14.3,22.8,41.45,-8
Beira Interior,Guarda,Figueira de Castelo Rodrigo,fire,2015-07-03,12:19:00,316.5,87.5,165,404,569,0,3,July,32,0,11.4,21.3,41.0269444444444,-7.13055555555556
Ribatejo e Oeste,Setubal,Setubal,fire,2015-07-05,15:00:00,8.8838,0,0,8.8838,8.8838,1,5,July,26.9,0,17.8,21.8,38.5333333333333,-9.03333333333333
Beira Interior,Guarda,Almeida,fire,2015-12-17,16:35:00,0.4,1.8,0,2.2,2.2,0,17,December,19,0,3.1,8.3,40.7586111111111,-6.83555555555556
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,fire,2015-07-08,18:26:00,3.04,12,0,15.04,15.04,1,8,July,29.6,0,13.3,21.4,41.8,-8.26666666666667
Tras-dos-Montes,Vila Real,Valpaços,firepit,2015-07-25,01:40:00,0,0.03,0,0.03,0.03,1,25,July,33.2,0,10.8,21,41.7377777777778,-7.26555555555556
Entre Douro e Minho,Braga,Terras de Bouro,firepit,2015-07-21,07:33:00,0.5,0,0,0.5,0.5,1,21,July,27.6,0,16.5,20.8,41.7333333333333,-8.23333333333333
Entre Douro e Minho,Viana do Castelo,Monção,firepit,2015-07-21,10:53:00,0,1e-04,0,1e-04,1e-04,0,21,July,27.6,0,16.5,20.8,41.9833333333333,-8.5
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2015-07-21,22:34:00,0,0.005,0,0.005,0.005,1,21,July,27.6,0,16.5,20.8,41.6666666666667,-8.61666666666667
Tras-dos-Montes,Bragança,Vimioso,firepit,2015-12-17,19:44:00,0,0.42,0,0.42,0.42,0,17,December,11.8,0,2.4,6.6,41.5666666666667,-6.51666666666667
Beira Litoral,Viseu,Resende,firepit,2015-12-19,11:35:00,0,0.65,0,0.65,0.65,0,19,December,19.2,0,12.2,15.9,41.0833333333333,-7.93333333333333
Tras-dos-Montes,Bragança,Vimioso,firepit,2015-12-19,16:40:00,0,0.1,0,0.1,0.1,0,19,December,15.5,0.5,1.8,8.1,41.5666666666667,-6.51666666666667
Beira Interior,Castelo Branco,Castelo Branco,fire,2015-07-04,16:00:00,22.8,4.5,2,27.3,29.3,1,4,July,34.3,0,13.2,24.7,39.8,-7.73333333333333
Beira Interior,Castelo Branco,Castelo Branco,firepit,2015-07-21,15:40:00,0,0.197,0,0.197,0.197,0,21,July,35.2,0,18.8,26.1,39.8,-7.46666666666667
Beira Litoral,Aveiro,Arouca,firepit,2015-12-05,01:20:00,0,0.2308,0,0.2308,0.2308,0,5,December,15.3,0,9.9,13.4,40.8666666666667,-8.28333333333333
Beira Interior,Guarda,Gouveia,agric_burn,2015-12-01,20:38:00,0,0.001,0,0.001,0.001,0,1,December,16.8,0,5.1,9.8,40.4916666666667,-7.63055555555556
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,firepit,2015-07-21,13:59:00,0,0.01,0,0.01,0.01,0,21,July,27.6,0,16.5,20.8,41.6333333333333,-8.28333333333333
Ribatejo e Oeste,Santarém,Almeirim,firepit,2015-12-10,15:02:00,0,0.1636,0,0.1636,0.1636,1,10,December,16,0,14,14.8,39.1733333333333,-8.46916666666667
Alentejo,Évora,Estremoz,agriculture,2015-10-22,16:15:00,0,0,0.1747,0,0.1747,0,22,October,24,0,9.9,16.2,38.81,-7.54222222222222
Beira Litoral,Viseu,Cinfães,firepit,2015-12-19,14:37:00,0,0.5,0,0.5,0.5,0,19,December,19.6,0,6.7,15.9,41.0333333333333,-8.03333333333333
Ribatejo e Oeste,Santarém,Sardoal,agriculture,2015-12-01,14:34:00,0,0,0.0357,0,0.0357,0,1,December,16.8,0,5.1,9.8,39.5166666666667,-8.13333333333333
Beira Interior,Guarda,Pinhel,fire,2015-12-19,17:30:00,3,5,3.6,8,11.6,0,19,December,19.1,0,6.7,11.4,40.7252777777778,-7.09555555555556
Beira Litoral,Viseu,Cinfães,fire,2015-12-19,14:10:00,7.55,0,0,7.55,7.55,0,19,December,19.6,0,11.6,15.9,41.05,-8.18333333333333
Beira Litoral,Viseu,Cinfães,fire,2015-12-19,18:37:00,0,2,0,2,2,0,19,December,19.6,0,6.7,15.9,41,-8.05
Ribatejo e Oeste,Santarém,Sardoal,firepit,2015-11-30,15:35:00,0,0.019,0,0.019,0.019,0,30,November,15.5,0,5.4,9.2,39.5333333333333,-8.11666666666667
Alentejo,Évora,Mora,agric_burn,2015-12-01,11:55:00,0,0,0.0067,0,0.0067,0,1,December,15.6,0,4.9,10,38.9591666666667,-8.06055555555556
Beira Interior,Castelo Branco,Castelo Branco,firepit,2015-12-09,15:53:00,0,0.001,0,0.001,0.001,1,9,December,16.9,0,7.8,10.9,39.8833333333333,-7.51666666666667
Beira Litoral,Aveiro,Vale de Cambra,firepit,2015-12-02,15:34:00,0,0.0335,0,0.0335,0.0335,0,2,December,19.7,0,7.2,14.9,40.8166666666667,-8.38333333333333
Alentejo,Portalegre,Avis,agriculture,2015-07-26,09:37:00,0,0,1.002,0,1.002,0,26,July,36.8,0,14.1,25.7,39.0166666666667,-8.01666666666667
Beira Litoral,Viseu,Nelas,firepit,2015-12-02,13:13:00,0,1e-04,0,1e-04,1e-04,0,2,December,19.7,0,6.2,14.9,40.4666666666667,-7.91666666666667
Beira Litoral,Aveiro,Mealhada,firepit,2015-12-03,18:08:00,0,0.01,0,0.01,0.01,0,3,December,20.8,0,12.1,15.7,40.3858333333333,-8.41
Beira Litoral,Viseu,Viseu,firepit,2015-10-22,14:47:00,0,0.08,0,0.08,0.08,0,22,October,24.1,0,10.3,16.7,40.6833333333333,-7.9
Entre Douro e Minho,Viana do Castelo,Paredes de Coura,firepit,2015-12-03,11:22:00,0,0.9,0,0.9,0.9,1,3,December,18.6,9.2,11.6,14.4,41.9333333333333,-8.51666666666667
Ribatejo e Oeste,Santarém,Chamusca,agric_burn,2015-12-09,17:41:00,0,0,0.0083,0,0.0083,0,9,December,16.3,0,12.4,14.5,39.3058333333333,-8.52694444444444
Ribatejo e Oeste,Santarém,Santarém,agriculture,2015-11-27,14:25:00,0,0,0.001,0,0.001,0,27,November,19.6,0,13.9,15.6,39.3919444444444,-8.66972222222222
Beira Interior,Castelo Branco,Sertá,firepit,2015-12-26,12:02:00,0.03,0.03,0,0.06,0.06,0,26,December,17.9,0,10.4,14.3,39.85,-8.11666666666667
Beira Litoral,Leiria,Pombal,firepit,2015-12-02,12:49:00,0.69,0,0,0.69,0.69,0,2,December,19.7,0,10.1,14.9,39.9666666666667,-8.56666666666667
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2015-12-03,11:00:00,0,5e-04,0,5e-04,5e-04,0,3,December,18.6,9.2,11.6,14.4,41.8833333333333,-8.35
Beira Litoral,Aveiro,Arouca,fire,2015-12-03,16:07:00,0,1,0,1,1,0,3,December,20.8,0,12.1,15.7,40.8666666666667,-8.28333333333333
Ribatejo e Oeste,Santarém,Alcanena,firepit,2015-07-25,21:48:00,0.8574,0,0,0.8574,0.8574,1,25,July,27,0,14.3,19.1,39.4266666666667,-8.67416666666667
Ribatejo e Oeste,Santarém,Torres Novas,firepit,2015-07-25,23:13:00,0,0.1036,0,0.1036,0.1036,1,25,July,27,0,14.3,19.1,39.4666666666667,-8.5
Ribatejo e Oeste,Santarém,Santarém,firepit,2015-07-26,02:40:00,0,0.0071,0,0.0071,0.0071,1,26,July,29.9,0,18.2,24.2,39.2308333333333,-8.79083333333333
Ribatejo e Oeste,Santarém,Torres Novas,firepit,2015-11-30,17:17:00,0,0.0493,0,0.0493,0.0493,0,30,November,15.5,0,5.4,9.9,39.6158333333333,-8.50055555555556
Beira Litoral,Leiria,Caldas da Rainha,agriculture,2015-12-26,16:04:00,0,0,0.03,0,0.03,0,26,December,15.8,0,9.6,12.3,39.4833333333333,-9.15
Beira Interior,Guarda,Sabugal,agric_burn,2015-12-27,14:33:00,0,0.5,0,0.5,0.5,0,27,December,14.1,0,5.4,9.1,40.4497222222222,-7.03888888888889
Tras-dos-Montes,Vila Real,Alijó,firepit,2015-08-15,05:57:00,0,0.18,0,0.18,0.18,0,15,August,25.5,0,11,17.9,41.3166666666667,-7.4
Entre Douro e Minho,Porto,Penafiel,firepit,2015-08-15,14:30:00,0,0.05,0,0.05,0.05,0,15,August,21.4,1.4,14.5,17.1,41.2333333333333,-8.2
Entre Douro e Minho,Braga,Celorico de Basto,firepit,2015-08-16,16:56:00,0.05,0,0,0.05,0.05,1,16,August,24.8,0,17,20.7,41.4333333333333,-8
Beira Litoral,Aveiro,Oliveira do Bairro,agriculture,2015-12-26,15:12:00,0,0,0.045,0,0.045,0,26,December,17.9,0,10.4,14.3,40.5283333333333,-8.58444444444445
Entre Douro e Minho,Viana do Castelo,Valença,firepit,2015-08-18,15:59:00,0,0.005,0,0.005,0.005,0,18,August,27.2,0,14.3,20.2,41.9833333333333,-8.61666666666667
Entre Douro e Minho,Porto,Marco de Canaveses,firepit,2015-08-18,17:58:00,0,0.01,0,0.01,0.01,0,18,August,28.1,0,16,20.2,41.1833333333333,-8.15
Ribatejo e Oeste,Santarém,Alcanena,fire,2015-07-26,14:10:00,2.3409,0,0,2.3409,2.3409,1,26,July,29.8,0,13,20.7,39.4377777777778,-8.69611111111111
Entre Douro e Minho,Porto,Baião,firepit,2015-06-21,20:20:00,0,0.3,0,0.3,0.3,1,21,June,34.6,0,13.3,25.9,41.1166666666667,-8.05
Beira Litoral,Viseu,Tarouca,firepit,2015-12-03,15:44:00,0,0.1,0,0.1,0.1,0,3,December,20.8,0,12.1,15.7,40.9833333333333,-7.83333333333333
Tras-dos-Montes,Vila Real,Valpaços,firepit,2015-08-18,15:55:00,0,0.001,0,0.001,0.001,0,18,August,30.4,0,13.5,20.8,41.6,-7.41666666666667
Beira Litoral,Viseu,Cinfães,firepit,2015-12-01,19:58:00,0,0.5,0,0.5,0.5,0,1,December,16.8,0,2.7,11.1,41.05,-8.18333333333333
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2015-12-03,16:10:00,0.02,0,0,0.02,0.02,0,3,December,18.6,9.2,11.6,14.4,41.75,-8.58333333333333
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2015-12-11,17:40:00,0,0.005,0,0.005,0.005,0,11,December,13.3,0,5,7.1,41.7,-8.66666666666667
Ribatejo e Oeste,Santarém,Santarém,agriculture,2015-08-17,17:33:00,0,0,0.0969,0,0.0969,1,17,August,24.3,0,18.9,18.8,39.5222222222222,-8.64666666666667
Entre Douro e Minho,Braga,Terras de Bouro,firepit,2015-08-17,20:54:00,0.01,0,0,0.01,0.01,0,17,August,23.5,0,16,19,41.65,-8.21666666666667
Ribatejo e Oeste,Santarém,Coruche,firepit,2015-12-11,21:50:00,0,0.03,0,0.03,0.03,0,11,December,14.8,0,11.3,13.3,38.9333333333333,-8.51666666666667
Beira Litoral,Coimbra,Coimbra,agriculture,2015-08-18,16:01:00,0,0,0.002,0,0.002,0,18,August,28.1,0,16,20.2,40.1666666666667,-8.36666666666667
Beira Litoral,Coimbra,Cantanhede,firepit,2015-08-18,21:25:00,0.01,0,0,0.01,0.01,1,18,August,28.1,0,16,20.2,40.3166666666667,-8.73333333333333
Alentejo,Portalegre,Ponte de Sor,firepit,2015-12-26,18:20:00,0,0.0077,0,0.0077,0.0077,0,26,December,15.9,0,2.8,8.3,39.2333333333333,-7.93333333333333
Beira Litoral,Leiria,Peniche,agriculture,2015-12-26,20:08:00,0,0,1e-04,0,1e-04,0,26,December,15.8,0,9.6,12.3,39.3333333333333,-9.35
Beira Litoral,Viseu,Vila Nova de Paiva,firepit,2015-12-27,18:27:00,0,0.9,0,0.9,0.9,0,27,December,18.4,0,9.9,15,40.8666666666667,-7.78333333333333
Ribatejo e Oeste,Santarém,Alcanena,firepit,2015-08-16,15:23:00,0,0.0352,0,0.0352,0.0352,1,16,August,25.2,0,16,19.8,39.4166666666667,-8.7
Ribatejo e Oeste,Santarém,Tomar,firepit,2015-08-18,00:50:00,0,0.113,0,0.113,0.113,1,18,August,28.1,0,16,20.2,39.5333333333333,-8.35
Beira Litoral,Viseu,Mangualde,firepit,2015-08-18,16:40:00,0,0.002,0,0.002,0.002,0,18,August,33,0,16.6,24.8,40.6166666666667,-7.56666666666667
Entre Douro e Minho,Viana do Castelo,Caminha,firepit,2015-12-03,07:35:00,0.8,0,0,0.8,0.8,1,3,December,18.6,9.2,11.6,14.4,41.8166666666667,-8.75
Tras-dos-Montes,Vila Real,Peso da Régua,firepit,2015-08-19,10:25:00,0,0.25,0,0.25,0.25,1,19,August,31.9,0,13.5,22.6,41.1333333333333,-7.73333333333333
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2015-08-19,11:42:00,0.03,0.01,0,0.04,0.04,1,19,August,30.8,0,12.8,21.3,41.65,-8.58333333333333
Beira Litoral,Coimbra,Soure,firepit,2015-12-02,10:58:00,0,1e-04,0,1e-04,1e-04,0,2,December,19.7,0,10.1,14.9,40.0666666666667,-8.7
Entre Douro e Minho,Porto,Penafiel,firepit,2015-08-19,05:45:00,0.3,0,0,0.3,0.3,0,19,August,31.9,0,13.8,21.4,41.1666666666667,-8.28333333333333
Beira Interior,Guarda,Celorico da Beira,agric_burn,2015-12-22,13:15:00,0,6e-04,0,6e-04,6e-04,0,22,December,12.1,0.3,1.9,6.2,40.5838888888889,-7.34916666666667
Entre Douro e Minho,Braga,Terras de Bouro,firepit,2015-08-19,12:58:00,0,0.02,0,0.02,0.02,0,19,August,30.8,0,12.8,21.3,41.65,-8.23333333333333
Beira Litoral,Coimbra,Coimbra,agriculture,2015-08-17,23:56:00,0,0,0.001,0,0.001,1,17,August,24.3,0,15.6,18.8,40.1833333333333,-8.41666666666667
Entre Douro e Minho,Porto,Penafiel,agriculture,2015-08-18,15:24:00,0,0,0.08,0,0.08,0,18,August,28.1,0,16,20.2,41.1833333333333,-8.26666666666667
Entre Douro e Minho,Porto,Felgueiras,fire,2015-08-18,16:54:00,1,0,0,1,1,0,18,August,27.2,0,14.3,20.2,41.3333333333333,-8.26666666666667
Alentejo,Portalegre,Campo Maior,agriculture,2015-08-18,19:33:00,0,0,0.674,0,0.674,0,18,August,34.1,0,15.7,25.6,39.0333333333333,-7.1
Entre Douro e Minho,Porto,Penafiel,firepit,2015-08-19,00:52:00,0,0.01,0,0.01,0.01,0,19,August,31.9,0,13.8,21.4,41.2,-8.23333333333333
Tras-dos-Montes,Vila Real,Mesão Frio,firepit,2015-08-17,21:03:00,0,0.01,0,0.01,0.01,1,17,August,24.3,0,11.3,20,41.1666666666667,-7.86666666666667
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2015-08-17,23:12:00,0,0.001,0,0.001,0.001,1,17,August,23.5,0,16,19,41.8166666666667,-8.48333333333333
Beira Litoral,Viseu,Viseu,fire,2015-08-18,17:47:00,1,9,0,10,10,1,18,August,28.1,0,16,20.2,40.6333333333333,-7.93333333333333
Beira Litoral,Coimbra,Oliveira do Hospital,firepit,2015-08-18,18:46:00,0.03,0,0,0.03,0.03,0,18,August,28.1,0,16,20.2,40.3,-7.86666666666667
Beira Litoral,Viseu,Viseu,firepit,2015-08-19,06:57:00,0.1,0,0,0.1,0.1,0,19,August,31.9,0,13.8,21.4,40.6333333333333,-7.93333333333333
Beira Litoral,Viseu,Cinfães,fire,2015-08-19,15:09:00,0,1.2,0,1.2,1.2,0,19,August,31.9,0,13.8,21.4,41,-8.05
Beira Litoral,Leiria,Pedrogão Grande,firepit,2015-08-19,17:52:00,0.02,0.03,0,0.05,0.05,0,19,August,31.9,0,13.8,21.4,39.9166666666667,-8.23333333333333
Tras-dos-Montes,Vila Real,Vila Real,firepit,2015-08-19,11:51:00,0,0.05,0,0.05,0.05,0,19,August,35.4,0,13.5,22.6,41.3,-7.73333333333333
Beira Litoral,Viseu,Castro Daire,firepit,2015-08-18,20:49:00,0,0.001,0,0.001,0.001,0,18,August,28.1,0,16,20.2,40.9333333333333,-7.83333333333333
Beira Litoral,Viseu,Cinfães,fire,2015-08-18,17:30:00,0,6,0,6,6,0,18,August,28.1,0,16,20.2,41.0333333333333,-8.06666666666667
Beira Litoral,Viseu,Mortágua,firepit,2015-08-19,02:19:00,0.15,0,0,0.15,0.15,0,19,August,31.9,0,13.8,21.4,40.4166666666667,-8.21666666666667
Entre Douro e Minho,Braga,Braga,firepit,2015-08-19,03:07:00,0,0.1,0,0.1,0.1,1,19,August,30.8,0,12.8,21.3,41.5086111111111,-8.58361111111111
Entre Douro e Minho,Porto,Vila do Conde,fire,2015-08-18,15:08:00,0.98,0.52,0,1.5,1.5,0,18,August,27.2,0,14.3,20.2,41.3,-8.71666666666667
Entre Douro e Minho,Braga,Fafe,firepit,2015-08-19,02:41:00,0.02,0.03,0,0.05,0.05,0,19,August,30.8,0,12.8,21.3,41.5333333333333,-8.2
Entre Douro e Minho,Porto,Maia,firepit,2015-08-19,12:50:00,0.5,0,0,0.5,0.5,0,19,August,30.8,0,12.8,21.3,41.25,-8.63333333333333
Beira Litoral,Coimbra,Coimbra,agriculture,2015-06-22,17:13:00,0,0,0.06,0,0.06,1,22,June,22.9,0,16,18.1,40.1666666666667,-8.41666666666667
Ribatejo e Oeste,Lisboa,Vila Franca de Xira,fire,2015-06-19,16:40:00,0,10.65,0,10.65,10.65,0,19,June,32.3,0,20.5,26.6,38.9333333333333,-9.01666666666667
Beira Litoral,Aveiro,Ovar,firepit,2015-07-16,12:35:00,0,0.1676,0,0.1676,0.1676,1,16,July,28.8,0,16.7,21.1,40.85,-8.53333333333333
Entre Douro e Minho,Viana do Castelo,Melgaço,agric_burn,2015-07-16,13:23:00,0,0.151,0,0.151,0.151,0,16,July,33.7,0,17.8,24.8,42.0166666666667,-8.15
Beira Litoral,Leiria,Pedrogão Grande,firepit,2015-08-19,14:08:00,0.04,0.02,0,0.06,0.06,0,19,August,31.9,0,13.8,21.4,39.9166666666667,-8.23333333333333
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,firepit,2015-08-19,19:11:00,0,0.5,0,0.5,0.5,1,19,August,30.8,0,12.8,21.3,41.7833333333333,-8.41666666666667
Entre Douro e Minho,Braga,Celorico de Basto,fire,2015-08-19,14:33:00,17,65,0,82,82,1,19,August,35.4,0,12.6,23,41.4166666666667,-7.98333333333333
Entre Douro e Minho,Porto,Amarante,firepit,2015-08-19,20:30:00,0,0.02,0,0.02,0.02,1,19,August,35.4,0,12.6,23,41.3166666666667,-7.95
Ribatejo e Oeste,Lisboa,Azambuja,agric_burn,2015-08-19,13:30:00,0,0.002,0,0.002,0.002,0,19,August,30.3,0,17.4,23.4,39.0666666666667,-8.9
Entre Douro e Minho,Porto,Felgueiras,firepit,2015-08-19,16:38:00,0,0.01,0,0.01,0.01,0,19,August,30.8,0,12.8,21.3,41.3666666666667,-8.21666666666667
Tras-dos-Montes,Bragança,Vila FLor,firepit,2015-09-25,18:10:00,0,0.5,0,0.5,0.5,0,25,September,31.6,0,9.6,18.2,41.3166666666667,-7.23333333333333
Tras-dos-Montes,Vila Real,Montalegre,firepit,2015-09-25,21:05:00,0,0.5,0,0.5,0.5,0,25,September,31.6,0,12.8,20.8,41.7166666666667,-7.85
Ribatejo e Oeste,Setubal,Palmela,firepit,2015-09-26,09:24:00,0.1157,0,0,0.1157,0.1157,1,26,September,26.2,0,15.8,19.9,38.65,-8.9
Tras-dos-Montes,Bragança,Torre de Moncorvo,firepit,2015-08-18,22:40:00,0,0.018,0,0.018,0.018,1,18,August,28.1,0,13.5,20.8,41.1333333333333,-7.08333333333333
Beira Litoral,Leiria,Pombal,firepit,2015-08-19,04:13:00,0.001,0,0,0.001,0.001,1,19,August,31.9,0,13.8,21.4,39.9333333333333,-8.68333333333333
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2015-08-19,19:02:00,0,0.05,0,0.05,0.05,1,19,August,30.8,0,12.8,21.3,41.7833333333333,-8.46666666666667
Entre Douro e Minho,Porto,Lousada,firepit,2015-07-16,14:13:00,0,0.03,0,0.03,0.03,0,16,July,24.6,0,16.1,19.3,41.3166666666667,-8.28333333333333
Beira Litoral,Leiria,Porto de Mós,agriculture,2015-07-16,22:43:00,0,0,5e-04,0,5e-04,0,16,July,28.8,0,16.7,21.1,39.6166666666667,-8.9
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2015-07-16,22:04:00,0,0.05,0,0.05,0.05,0,16,July,24.6,0,16.1,19.3,41.6833333333333,-8.65
Beira Interior,Castelo Branco,Penamacor,firepit,2015-07-17,19:19:00,0.0015,0,0,0.0015,0.0015,0,17,July,35.9,0,19.8,27.2,40.1,-7.18333333333333
Beira Litoral,Viseu,Mangualde,fire,2015-07-28,18:55:00,2.03,1.56,0,3.59,3.59,1,28,July,28.2,0,14.6,20.5,40.5833333333333,-7.8
Entre Douro e Minho,Porto,Amarante,firepit,2015-06-27,13:26:00,0,0.8,0,0.8,0.8,0,27,June,36,0,14.3,25.1,41.2666666666667,-8
