region,district,municipality,origin,alert_date,alert_hour,village_area,vegetation_area,farming_area,village_veget_area,total_area,intentional_cause,max_temperature,precipitation,min_temperature,avg_temperature
Entre Douro e Minho,Porto,Baião,firepit,2015-08-04,10:05:00,0,0.01,0,0.01,0.01,1,26.8,0,12.2,19.4
Beira Interior,Guarda,Guarda,firepit,2015-08-04,11:32:00,0,0.01,0,0.01,0.01,1,33.8,0,16.1,24.6
Beira Litoral,Coimbra,Montemor-o-Velho,agriculture,2015-09-20,20:14:00,0,0,0.001,0,0.001,0,30.9,0,14.6,21.4
Ribatejo e Oeste,Setubal,Seixal,firepit,2015-08-07,09:23:00,0,0.07,0,0.07,0.07,0,25.6,0,18.7,21.2
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2015-08-07,12:17:00,0.2,0,0,0.2,0.2,0,23.9,0,13.6,18.5
Beira Litoral,Viseu,Cinfães,firepit,2015-08-07,17:26:00,0,0.8,0,0.8,0.8,0,25.6,0,13.6,18.8
Ribatejo e Oeste,Santarém,Entroncamento,firepit,2015-08-07,13:56:00,0,0.0247,0,0.0247,0.0247,0,25.6,0,14.6,18.8
Beira Litoral,Viseu,Mortágua,firepit,2015-08-07,14:38:00,0.02,0,0,0.02,0.02,1,25.6,0,14.6,18.8
Tras-dos-Montes,Bragança,Freixo de Espada Ã  Cinta,fire,2015-10-02,18:46:00,2.25,20.05,0,22.3,22.3,1,23.1,0,8.9,14.9
Entre Douro e Minho,Porto,Paços de Ferreira,firepit,2015-08-03,12:40:00,0,0.05,0,0.05,0.05,0,26.3,0,14.5,18.4
Beira Litoral,Aveiro,Oliveira de Azeméis,firepit,2015-08-03,20:23:00,0,0.03,0,0.03,0.03,0,28.9,0,13.6,19.9
Ribatejo e Oeste,Lisboa,Odivelas,agric_burn,2015-08-03,21:41:00,0,0.001,0,0.001,0.001,0,30,0,19.5,25.5
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2015-08-03,09:44:00,0,0.01,0,0.01,0.01,0,26.3,0,14.5,18.4
Entre Douro e Minho,Braga,Celorico de Basto,agriculture,2015-08-04,10:14:00,0,0,0.01,0,0.01,0,33,0,12.6,22.3
Entre Douro e Minho,Porto,Vila do Conde,firepit,2015-09-06,22:22:00,0,0.15,0,0.15,0.15,0,28.1,0,13.1,19.5
Entre Douro e Minho,Viana do Castelo,Valença,agric_burn,2015-09-06,11:50:00,0,0.02,0,0.02,0.02,0,28.1,0,13.1,19.5
Beira Litoral,Viseu,Tondela,firepit,2015-09-07,14:15:00,0.01,0,0,0.01,0.01,0,31.1,0,14.5,22
Beira Litoral,Viseu,Mangualde,firepit,2015-08-06,16:44:00,0,0.07,0,0.07,0.07,0,29.5,0,16.3,21.3
Beira Litoral,Leiria,Leiria,firepit,2015-08-07,15:28:00,0.03,0,0,0.03,0.03,0,25.6,0,18.7,18.8
Entre Douro e Minho,Porto,Paços de Ferreira,agriculture,2015-08-07,16:35:00,0,0,0.1,0,0.1,0,23.9,0,13.6,18.5
Ribatejo e Oeste,Setubal,Grandola,firepit,2015-09-30,14:10:00,0,0.0659,0,0.0659,0.0659,1,26.9,0,10.7,20.3
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2015-09-30,14:52:00,0,0.2,0,0.2,0.2,0,21.3,0,11.1,15.2
Entre Douro e Minho,Viana do Castelo,Melgaço,agric_burn,2015-09-30,16:12:00,0,2.22,0,2.22,2.22,0,24.2,0,9.9,16.2
Beira Litoral,Coimbra,Coimbra,fire,2015-09-06,16:55:00,1,1,0,2,2,0,29.5,0,13.9,20.6
Beira Interior,Guarda,Seia,firepit,2015-09-07,18:37:00,0,0.25,0,0.25,0.25,1,31.1,0,16.9,24.1
Beira Litoral,Coimbra,Miranda do Corvo,agriculture,2015-09-07,15:11:00,0,0,0.12,0,0.12,0,31.1,0,14.5,22
Alentejo,Évora,Reguengos de Monsaraz,agric_burn,2015-08-07,17:55:00,0,0,0.008,0,0.008,0,35.2,0,16.2,23.2
Beira Litoral,Coimbra,Coimbra,firepit,2015-09-30,13:50:00,0,0.005,0,0.005,0.005,1,24.7,0,12.7,18.1
Alentejo,Beja,Beja,agriculture,2015-09-30,14:20:00,0,0,0.1825,0,0.1825,1,27.4,0,10.7,20.3
Entre Douro e Minho,Porto,Baião,fire,2015-08-03,15:25:00,1,21.5,0,22.5,22.5,0,28.9,0,13.6,19.9
Beira Litoral,Leiria,Pedrogão Grande,firepit,2015-08-03,21:14:00,0.0225,0,0,0.0225,0.0225,1,28.9,0,13.6,19.9
Beira Interior,Castelo Branco,Oleiros,fire,2015-08-03,13:43:00,583.4576,172.2224,21.66,755.68,777.34,0,34.1,0,19.2,26.4
Entre Douro e Minho,Porto,Penafiel,firepit,2015-08-04,12:20:00,0,0.005,0,0.005,0.005,0,26.8,0,12.2,19.4
Ribatejo e Oeste,Lisboa,Odivelas,agric_burn,2015-08-06,21:55:00,0,0,0.001,0,0.001,0,30.6,0,19.6,23.9
Alentejo,Beja,Odemira,firepit,2015-08-06,21:00:00,0,0.031,0,0.031,0.031,0,30.6,0,19.6,25.3
Beira Litoral,Viseu,Cinfães,firepit,2015-08-07,10:24:00,0,0.15,0,0.15,0.15,0,25.6,0,14.6,18.8
Ribatejo e Oeste,Santarém,Santarém,agriculture,2015-09-07,19:03:00,0,0,0.0315,0,0.0315,0,28.3,0,17.7,23.1
Entre Douro e Minho,Porto,Penafiel,firepit,2015-09-07,20:10:00,0,0.2,0,0.2,0.2,0,29,0,14.5,20.7
Entre Douro e Minho,Viana do Castelo,Monção,fire,2015-09-08,13:46:00,0,1,0,1,1,0,26,0,14.7,19.2
Beira Litoral,Leiria,Pedrogão Grande,firepit,2015-08-26,20:18:00,0,0.001,0,0.001,0.001,1,26.8,0,14.2,20.1
Alentejo,Beja,Beja,agriculture,2015-08-26,14:26:00,0,0,0.0312,0,0.0312,0,31.9,0,13.3,22.4
Beira Litoral,Viseu,Sernancelhe,firepit,2015-08-27,10:32:00,0.1,0.204,0,0.304,0.304,0,30.1,0,16.5,20.3
Ribatejo e Oeste,Lisboa,Mafra,agric_burn,2015-08-28,00:05:00,0,0.002,0,0.002,0.002,0,28.7,0,20.8,24.2
Entre Douro e Minho,Porto,Amarante,firepit,2015-09-06,00:40:00,0.15,0.1,0,0.25,0.25,1,32,0,10,20.9
Beira Litoral,Coimbra,Tábua,agriculture,2015-09-06,01:18:00,0,0,2e-04,0,2e-04,1,29.5,0,13.9,20.6
Entre Douro e Minho,Porto,Penafiel,firepit,2015-10-02,18:26:00,0,0.01,0,0.01,0.01,0,23.7,0,9.6,17
Ribatejo e Oeste,Santarém,Salvaterra de Magos,fire,2015-10-21,15:22:00,1,0,0,1,1,0,22.3,0,15.8,18.8
Ribatejo e Oeste,Santarém,Tomar,fire,2015-07-08,14:16:00,6.93,0,5.07,6.93,12,0,28.4,0,15.1,20.6
Ribatejo e Oeste,Santarém,Ourém,firepit,2015-08-02,23:38:00,0.1254,0,0,0.1254,0.1254,1,28.6,0,14.7,19.6
Entre Douro e Minho,Viana do Castelo,Monção,fire,2015-08-02,18:15:00,1,3,0,4,4,0,23.2,0,14.4,18.2
Tras-dos-Montes,Bragança,Freixo de Espada Ã  Cinta,fire,2015-08-04,03:27:00,0,4.7,0,4.7,4.7,0,33.2,0,12.2,22.1
Entre Douro e Minho,Porto,Felgueiras,fire,2015-08-06,23:25:00,0.5,0.5,0,1,1,0,24.1,0.1,15.6,19
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2015-08-12,00:11:00,0.05,0.05,0,0.1,0.1,1,23.7,26.7,15.1,18.3
Beira Litoral,Viseu,Viseu,firepit,2015-08-12,13:01:00,0,0.001,0,0.001,0.001,0,24.7,0,15,19.4
Algarve,Faro,Loulé,firepit,2015-09-29,14:34:00,0,0.011,0,0.011,0.011,0,28.3,0,16.3,22.1
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2015-10-01,15:24:00,0,0.01,0,0.01,0.01,0,24,0,9.8,15.4
Ribatejo e Oeste,Santarém,Salvaterra de Magos,agriculture,2015-10-01,17:42:00,0,0,0.0493,0,0.0493,0,27,0,16.8,21.2
Ribatejo e Oeste,Setubal,Almada,firepit,2015-09-06,12:58:00,0,0.0144,0,0.0144,0.0144,0,28.5,0,15.2,21.4
Ribatejo e Oeste,Santarém,Santarém,fire,2015-09-17,14:33:00,0,1.4891,0,1.4891,1.4891,1,23.4,0,14.3,18.1
Ribatejo e Oeste,Santarém,Abrantes,firepit,2015-09-17,20:57:00,0,0.0376,0,0.0376,0.0376,1,22.6,0,10.5,15.4
Algarve,Faro,Portimão,firepit,2015-08-27,10:59:00,0,0.0402,0,0.0402,0.0402,1,33.6,0,19.5,24
Algarve,Faro,Silves,firepit,2015-08-28,00:26:00,0,0.0063,0,0.0063,0.0063,1,35.9,0,17.8,25.2
Beira Interior,Guarda,Sabugal,firepit,2015-08-28,12:41:00,0,0.29,0,0.29,0.29,0,30.3,0,15.4,24.8
Entre Douro e Minho,Porto,Felgueiras,firepit,2015-09-07,15:32:00,0,0.05,0,0.05,0.05,0,29,0,14.5,20.7
Beira Litoral,Coimbra,Soure,fire,2015-09-06,15:37:00,30,1.484,0,31.484,31.484,1,29.5,0,13.9,20.6
Beira Litoral,Viseu,Resende,fire,2015-09-07,21:18:00,0,2.2,0,2.2,2.2,0,31.1,0,14.5,22
Beira Litoral,Viseu,Resende,fire,2015-09-05,20:41:00,0.05,1.5,0,1.55,1.55,1,28.3,0,10.4,19
Beira Interior,Guarda,Gouveia,fire,2015-10-02,14:40:00,4.56,0,4.1,4.56,8.66,0,28.5,0,16.2,20.6
Beira Interior,Guarda,Figueira de Castelo Rodrigo,agriculture,2015-10-02,21:50:00,0,0,0.6,0,0.6,0,23.1,0,8.9,14.9
Entre Douro e Minho,Viana do Castelo,Melgaço,agriculture,2015-10-02,15:04:00,0,0,0.1,0,0.1,0,21.5,0,9.6,14.7
Entre Douro e Minho,Porto,Amarante,firepit,2015-08-03,03:00:00,0,0.01,0,0.01,0.01,0,30.5,0,10.9,20.8
Beira Litoral,Viseu,São João da Pesqueira,fire,2015-08-04,04:05:00,3.86,27.5,0,31.36,31.36,1,26.8,0,12.2,22.1
Entre Douro e Minho,Porto,Marco de Canaveses,firepit,2015-08-04,12:09:00,0,0.1,0,0.1,0.1,0,25.4,0,12.2,17.9
Beira Interior,Castelo Branco,Idanha-a-Nova,agriculture,2015-08-06,16:24:00,0,0,0.1275,0,0.1275,0,35.8,0,13,24.8
Tras-dos-Montes,Bragança,Macedo de Cavaleiros,firepit,2015-08-06,19:53:00,0,0.23,0,0.23,0.23,1,31.6,0,12,22.2
Entre Douro e Minho,Porto,Marco de Canaveses,firepit,2015-08-07,02:13:00,0.3,0,0,0.3,0.3,1,25.6,0,13.6,18.8
Entre Douro e Minho,Porto,Penafiel,firepit,2015-09-06,00:25:00,0.1,0,0,0.1,0.1,0,28.1,0,13.1,19.5
Entre Douro e Minho,Porto,Amarante,firepit,2015-09-06,10:28:00,0,0.01,0,0.01,0.01,0,28.1,0,13.1,19.5
Beira Litoral,Leiria,Pombal,firepit,2015-09-06,12:07:00,0,0.01,0,0.01,0.01,1,29.5,0,13.9,20.6
Beira Litoral,Coimbra,Cantanhede,firepit,2015-09-06,15:20:00,0.548,0,0,0.548,0.548,1,29.5,0,13.9,20.6
Tras-dos-Montes,Vila Real,Vila Pouca de Aguiar,fire,2015-09-21,11:20:00,0.2,1,0,1.2,1.2,1,29,0,7.3,17.1
Tras-dos-Montes,Vila Real,Vila Pouca de Aguiar,firepit,2015-09-20,19:05:00,0,0.01,0,0.01,0.01,1,30.7,0,7.8,17.2
Ribatejo e Oeste,Santarém,Ourém,agriculture,2015-09-06,17:41:00,0,0,0.1217,0,0.1217,1,29.5,0,13.9,20.6
Ribatejo e Oeste,Santarém,Entroncamento,agriculture,2015-09-06,19:16:00,0,0,0.1865,0,0.1865,1,29.5,0,13.9,20.6
Entre Douro e Minho,Porto,Penafiel,firepit,2015-09-06,21:26:00,0,0.15,0,0.15,0.15,0,29.5,0,13.9,20.6
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,firepit,2015-09-07,19:33:00,0.1,0,0,0.1,0.1,1,29,0,14.5,20.7
Beira Litoral,Viseu,Viseu,firepit,2015-08-03,15:43:00,0,0.001,0,0.001,0.001,0,28.9,0,13.6,19.9
Entre Douro e Minho,Porto,Felgueiras,firepit,2015-08-04,00:02:00,0,0.002,0,0.002,0.002,1,25.4,0,12.2,17.9
Ribatejo e Oeste,Santarém,Entroncamento,firepit,2015-08-04,00:20:00,0,0.6317,0,0.6317,0.6317,1,26.8,0,16.1,19.4
Tras-dos-Montes,Vila Real,Ribeira de Pena,firepit,2015-08-04,08:27:00,0.01,0,0,0.01,0.01,0,33,0,12.6,22.3
Entre Douro e Minho,Porto,Marco de Canaveses,firepit,2015-08-06,21:11:00,0,0.02,0,0.02,0.02,1,29.5,0,16.3,21.3
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2015-08-07,14:58:00,0,0.5,0,0.5,0.5,1,23.9,0,13.6,18.5
Beira Litoral,Viseu,Lamego,firepit,2015-10-02,11:04:00,0,0.0205,0,0.0205,0.0205,0,23.7,0,5.7,14.9
Alentejo,Beja,Mértola,agriculture,2015-09-29,15:00:00,0,0,0.01465,0,0.01465,1,28.3,0,16.3,20.5
Entre Douro e Minho,Braga,Celorico de Basto,firepit,2015-10-02,17:07:00,0.2,0.07,0,0.27,0.27,1,21.5,0,9.6,14.7
Beira Litoral,Viseu,Lamego,fire,2015-10-02,20:16:00,0,9.9,0,9.9,9.9,0,23.7,0,5.7,17
Beira Litoral,Viseu,Lamego,fire,2015-10-02,13:20:00,0,1.5,0,1.5,1.5,0,23.7,0,5.7,17
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,agriculture,2015-08-06,16:40:00,0,0,2e-04,0,2e-04,0,24.1,0.1,15.6,19
Entre Douro e Minho,Porto,Penafiel,firepit,2015-08-06,16:53:00,0,0.2,0,0.2,0.2,0,29.5,0,16.3,21.3
Beira Interior,Guarda,Guarda,agric_burn,2015-09-20,10:23:00,0,0,0.000354,0,0.000354,0,30.9,0,15.3,23.3
Beira Litoral,Leiria,Leiria,firepit,2015-08-28,13:47:00,0.8,0,0,0.8,0.8,0,30.3,0,15.4,23.3
Beira Litoral,Coimbra,Arganil,fire,2015-10-21,10:50:00,0,1,0,1,1,0,21.7,0,11.9,16.2
Entre Douro e Minho,Porto,Amarante,firepit,2015-08-03,11:40:00,0,0.02,0,0.02,0.02,0,30.5,0,10.9,20.8
Beira Litoral,Viseu,Cinfães,fire,2015-08-03,11:47:00,0,1,0,1,1,1,28.9,0,13.6,19.9
Entre Douro e Minho,Braga,Vieira do Minho,firepit,2015-08-03,13:50:00,0,0.3,0,0.3,0.3,0,26.3,0,14.5,18.4
Entre Douro e Minho,Porto,Paços de Ferreira,firepit,2015-08-03,22:58:00,0,0.02,0,0.02,0.02,0,26.3,0,14.5,18.4
Entre Douro e Minho,Porto,Felgueiras,fire,2015-08-06,20:07:00,0,1,0,1,1,0,24.1,0.1,15.6,19
Beira Interior,Guarda,Celorico da Beira,fire,2015-08-06,23:00:00,0,2.62,0,2.62,2.62,0,29.5,0,16.3,21.3
Ribatejo e Oeste,Setubal,Palmela,firepit,2015-08-07,14:53:00,0,0.7438,0,0.7438,0.7438,0,25.6,0,18.7,21.2
Entre Douro e Minho,Porto,Felgueiras,fire,2015-08-07,17:25:00,10.855,10,0,20.855,20.855,0,23.9,0,13.6,18.5
Beira Litoral,Leiria,Óbidos,agriculture,2015-10-02,15:02:00,0,0,0.3,0,0.3,0,26.1,0,17.3,20.6
Entre Douro e Minho,Braga,Guimarães,firepit,2015-08-07,13:36:00,0.04,0.02,0,0.06,0.06,0,23.9,0,13.6,18.5
Tras-dos-Montes,Bragança,Vinhais,agriculture,2015-10-01,16:07:00,0,0,0.5297,0,0.5297,0,24.1,0,6.2,14.9
Entre Douro e Minho,Porto,Vila do Conde,firepit,2015-10-02,15:40:00,0.02,0,0,0.02,0.02,0,21.5,0,9.6,14.7
Alentejo,Beja,Barrancos,fire,2015-09-19,17:15:00,0,2.3,0,2.3,2.3,1,31.9,0,13.1,22.7
Beira Litoral,Viseu,Moimenta da Beira,firepit,2015-09-19,23:13:00,0,0.001,0,0.001,0.001,1,29,0,11.8,19.4
Beira Interior,Guarda,Figueira de Castelo Rodrigo,agriculture,2015-09-20,20:21:00,0,0,3.61,0,3.61,0,28.1,0,7.8,17.2
Entre Douro e Minho,Porto,Amarante,firepit,2015-08-07,06:40:00,0,0.01,0,0.01,0.01,0,23.9,0,13.6,18.5
Tras-dos-Montes,Vila Real,Alijó,fire,2015-08-07,04:40:00,0,2,0,2,2,1,28.3,0,11.9,19.9
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,fire,2015-10-01,22:47:00,0,2,0,2,2,0,24,0,9.8,15.4
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,firepit,2015-10-02,00:09:00,0,0.03,0,0.03,0.03,1,21.5,0,9.6,14.7
Beira Interior,Guarda,Pinhel,firepit,2015-09-20,12:01:00,0,0.08,0,0.08,0.08,0,28.1,0,7.8,17.2
Entre Douro e Minho,Porto,Penafiel,agriculture,2015-08-03,18:11:00,0,0,0.05,0,0.05,0,28.9,0,13.6,19.9
Beira Litoral,Leiria,Nazaré,agriculture,2015-08-04,19:42:00,0,0,1e-04,0,1e-04,0,26.8,0,17.5,19.4
Entre Douro e Minho,Porto,Penafiel,firepit,2015-08-06,14:57:00,0,0.06,0,0.06,0.06,0,29.5,0,16.3,21.3
Tras-dos-Montes,Vila Real,Vila Real,firepit,2015-08-06,23:02:00,0,4e-04,0,4e-04,4e-04,1,31.6,0,12,22.2
Entre Douro e Minho,Porto,Felgueiras,fire,2015-08-07,14:00:00,2,0,0,2,2,0,23.9,0,13.6,18.5
Beira Interior,Castelo Branco,Vila Velha de Rodão,firepit,2015-10-30,15:02:00,0,0.01,0,0.01,0.01,0,19.6,0,12.2,15.4
Entre Douro e Minho,Porto,Lousada,agriculture,2015-07-20,03:26:00,0,0,0.01,0,0.01,0,27.7,0,18.5,21.9
Entre Douro e Minho,Porto,Penafiel,firepit,2015-09-06,22:50:00,0,0.03,0,0.03,0.03,0,29.5,0,13.9,20.6
Tras-dos-Montes,Bragança,Torre de Moncorvo,firepit,2015-09-07,19:38:00,0,0.01,0,0.01,0.01,1,27.5,0,11.8,20.3
Beira Litoral,Aveiro,Estarreja,firepit,2015-09-07,20:26:00,0,0.1377,0,0.1377,0.1377,0,31.1,0,14.5,22
Beira Litoral,Aveiro,Estarreja,agriculture,2015-08-07,12:26:00,0,0,0.015,0,0.015,0,25.6,0,14.6,18.8
Entre Douro e Minho,Braga,Vila Verde,fire,2015-08-07,14:53:00,0,1,0,1,1,0,23.9,0,13.6,18.5
Alentejo,Portalegre,Arronches,agriculture,2015-10-01,15:04:00,0.352,0,1,0.352,1.352,0,30.4,0,13.1,22.6
Beira Litoral,Viseu,Cinfães,firepit,2015-09-08,13:54:00,0,0.5,0,0.5,0.5,1,31.4,0,12.9,19
Beira Litoral,Leiria,Pombal,firepit,2015-09-06,10:56:00,0,5e-04,0,5e-04,5e-04,1,29.5,0,13.9,20.6
Alentejo,Beja,Almodôvar,firepit,2015-09-06,15:33:00,0,0.3,0,0.3,0.3,0,29.6,0,14.6,19.9
Entre Douro e Minho,Porto,Baião,firepit,2015-09-07,21:03:00,0,0.68,0,0.68,0.68,1,31.1,0,14.5,22
Entre Douro e Minho,Braga,Vieira do Minho,fire,2015-09-07,18:04:00,30,80,0,110,110,1,29,0,14.5,20.7
Beira Litoral,Viseu,Cinfães,firepit,2015-09-05,20:26:00,0,0.001,0,0.001,0.001,1,28.3,0,11.7,19
Tras-dos-Montes,Bragança,Alfândega da Fé,firepit,2015-09-07,21:19:00,0,0.004,0,0.004,0.004,1,27.3,0,11.8,20.3
Beira Litoral,Leiria,Porto de Mós,firepit,2015-09-07,23:52:00,0,0.001,0,0.001,0.001,0,31.1,0,14.5,22
Beira Litoral,Coimbra,Oliveira do Hospital,firepit,2015-09-07,23:55:00,0,0.005,0,0.005,0.005,1,31.1,0,14.5,22
Entre Douro e Minho,Viana do Castelo,Valença,agric_burn,2015-09-08,01:25:00,0,0.02,0,0.02,0.02,0,26,0,14.7,19.2
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,fire,2015-09-08,06:46:00,2.19,0.5,0,2.69,2.69,1,26,0,14.7,19.2
Ribatejo e Oeste,Santarém,Tomar,firepit,2015-09-08,07:02:00,0,0.004,0,0.004,0.004,0,31.4,0,12.9,19
Beira Interior,Guarda,Figueira de Castelo Rodrigo,agric_burn,2015-10-02,17:57:00,0,0,0.74,0,0.74,0,23.1,0,8.9,14.9
Tras-dos-Montes,Vila Real,Chaves,fire,2015-10-02,14:47:00,0,2,0,2,2,0,24.4,0,5.7,14.9
Ribatejo e Oeste,Santarém,Alpiarca,firepit,2015-10-02,21:24:00,0,0.3229,0,0.3229,0.3229,0,26.1,0,17.3,20.6
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,fire,2015-10-02,22:06:00,0,1,0,1,1,1,21.5,0,9.6,14.7
Tras-dos-Montes,Vila Real,Vila Pouca de Aguiar,firepit,2015-10-03,03:30:00,0,0.13,0,0.13,0.13,1,22.7,9.2,6,13.1
Beira Interior,Guarda,Seia,agric_burn,2015-09-17,10:20:00,0,6e-04,0,6e-04,6e-04,0,22.6,0,10.5,15.4
Beira Litoral,Leiria,Alcobaça,agriculture,2015-09-17,16:43:00,0,0,0.01,0,0.01,0,21.4,0,12.1,15.6
Ribatejo e Oeste,Santarém,Salvaterra de Magos,firepit,2015-09-17,20:36:00,0.5207,0,0,0.5207,0.5207,1,23.4,0,14.3,18.1
Alentejo,Évora,Évora,agric_burn,2015-09-19,18:08:00,0,0,0.005,0,0.005,0,31.9,0,13.1,22
Ribatejo e Oeste,Santarém,Rio Maior,fire,2015-09-20,16:53:00,0.8,8.2,0,9,9,1,30,0,17.7,23.3
Entre Douro e Minho,Porto,Vila do Conde,firepit,2015-09-05,23:04:00,0.02,0,0,0.02,0.02,0,27.1,0,11.7,18.6
Beira Litoral,Coimbra,Soure,fire,2015-09-06,14:48:00,36.45,5.684,0,42.134,42.134,1,29.5,0,13.9,20.6
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,fire,2015-09-20,21:03:00,0,4,0,4,4,0,27.8,0,13.1,18.3
Entre Douro e Minho,Braga,Vila Nova de Famalicão,firepit,2015-09-20,14:58:00,0,0.002,0,0.002,0.002,0,27.8,0,13.1,18.3
Entre Douro e Minho,Porto,Amarante,firepit,2015-09-20,18:19:00,0.05,0,0,0.05,0.05,0,27.8,0,13.1,18.3
Beira Interior,Guarda,Guarda,agric_burn,2015-09-20,19:46:00,0,0,0.002,0,0.002,0,30.9,0,15.3,23.3
Entre Douro e Minho,Viana do Castelo,Valença,firepit,2015-08-12,11:50:00,0,0.01,0,0.01,0.01,0,23.7,26.7,15.1,18.3
Ribatejo e Oeste,Santarém,Cartaxo,agriculture,2015-09-29,20:31:00,0,0,8e-04,0,8e-04,0,25,0.3,18.2,21.1
Tras-dos-Montes,Bragança,Carrazeda de Ansiães,firepit,2015-09-29,19:28:00,0,0.5,0,0.5,0.5,0,27.7,0,11.1,17.8
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2015-09-29,20:55:00,0.5,0,0,0.5,0.5,1,28.6,0,13.1,18.5
Algarve,Faro,Alcoutim,agriculture,2015-09-30,20:10:00,0,0,0.2398,0,0.2398,0,27.4,0,13.9,20.6
Tras-dos-Montes,Vila Real,Chaves,fire,2015-09-30,19:12:00,1.2,0.1,0,1.3,1.3,1,24.2,0,9.9,15.3
Ribatejo e Oeste,Santarém,Coruche,firepit,2015-10-01,06:46:00,0,0.02,0,0.02,0.02,1,27,0,16.8,21.2
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,firepit,2015-09-30,00:40:00,0.03,0.1,0,0.13,0.13,1,21.3,0,11.1,15.2
Beira Interior,Guarda,Figueira de Castelo Rodrigo,fire,2015-09-30,18:20:00,1.4,2,0,3.4,3.4,0,24.3,2.2,10.9,15.3
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,fire,2015-09-30,10:57:00,1,0,0,1,1,1,21.3,0,11.1,15.2
Beira Interior,Castelo Branco,Sertá,firepit,2015-08-25,18:58:00,0,0.007,0,0.007,0.007,1,28.5,0,12.1,19.2
Beira Interior,Castelo Branco,Fundão,fire,2015-09-16,18:12:00,0,2.8816,0,2.8816,2.8816,0,23.1,18,15.7,17.4
Ribatejo e Oeste,Santarém,Santarém,agriculture,2015-09-19,14:36:00,0,0,0.8757,0,0.8757,0,28.6,0,16.5,22.4
Beira Litoral,Viseu,Vila Nova de Paiva,fire,2015-10-02,16:16:00,0,3,0,3,3,0,23.7,0,5.7,17
Tras-dos-Montes,Bragança,Bragança,firepit,2015-10-02,17:35:00,0,1e-04,0,1e-04,1e-04,0,19.3,0,5.7,14.9
Entre Douro e Minho,Porto,Penafiel,firepit,2015-08-07,11:13:00,0,0.2,0,0.2,0.2,0,25.6,0,13.6,18.8
Entre Douro e Minho,Braga,Celorico de Basto,firepit,2015-08-07,14:52:00,0.05,0,0,0.05,0.05,0,23.9,0,13.6,18.5
Tras-dos-Montes,Bragança,Freixo De Espada Ã€ Cinta,fire,2015-09-20,13:42:00,0,2.65,0,2.65,2.65,0,27.8,0,7.8,17.2
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,firepit,2015-08-06,16:52:00,0.01,0.05,0,0.06,0.06,0,24.1,0.1,15.6,19
Entre Douro e Minho,Porto,Felgueiras,firepit,2015-08-07,12:55:00,0,0.05,0,0.05,0.05,0,23.9,0,13.6,18.5
Tras-dos-Montes,Vila Real,Vila Real,firepit,2015-08-04,08:11:00,0,0.04,0,0.04,0.04,0,33,0,12.2,22.1
Beira Litoral,Leiria,Peniche,agriculture,2015-08-04,09:42:00,0,0,0.01,0,0.01,0,27.9,0,17.5,22.6
Algarve,Faro,Lagoa,agriculture,2015-08-06,16:54:00,0,0,0.0015,0,0.0015,0,36,0,20.2,25.1
Ribatejo e Oeste,Santarém,Mação,firepit,2015-08-06,22:01:00,0,0.0025,0,0.0025,0.0025,1,29.5,0,16.3,21.3
Ribatejo e Oeste,Santarém,Tomar,firepit,2015-08-07,18:07:00,0,0.528,0,0.528,0.528,1,25.6,0,14.6,18.8
Ribatejo e Oeste,Santarém,Coruche,firepit,2015-08-07,13:53:00,0,5e-04,0,5e-04,5e-04,0,25.6,0,18.7,21.2
Entre Douro e Minho,Porto,Maia,fire,2015-08-07,16:10:00,2.92,0.3,0,3.22,3.22,0,23.9,0,13.6,18.5
Tras-dos-Montes,Vila Real,Montalegre,firepit,2015-10-01,13:45:00,0.1,0.1,0,0.2,0.2,1,26.9,0,6.3,15.2
Beira Litoral,Viseu,Cinfães,firepit,2015-10-02,07:10:00,0.82,0,0,0.82,0.82,1,23.7,0,9.6,17
Beira Litoral,Viseu,São João da Pesqueira,fire,2015-10-02,12:46:00,0,13.3,0,13.3,13.3,0,23.7,0,5.7,14.9
Beira Interior,Guarda,Figueira de Castelo Rodrigo,fire,2015-10-02,18:14:00,0,7.61,0,7.61,7.61,0,23.1,0,8.9,14.9
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,firepit,2015-06-11,15:57:00,0,0.005,0,0.005,0.005,0,20.6,0,11.5,14.4
Entre Douro e Minho,Porto,Vila Nova de Gaia,firepit,2015-06-11,16:18:00,0,0.01,0,0.01,0.01,0,19.7,0,11.5,15.9
