"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","extinction_hour","firstInterv_date","firstInterv_hour","alert_source","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause"
10143,"Entre Douro e Minho","Porto","Penafiel","Lagares","41:7:20.6580000000019''","8:22:3.75959999999964''","fire",2015-08-09 01:00:00,06:04:00,2015-08-09 01:00:00,08:35:00,2015-08-09 01:00:00,06:20:00,NA,0,3.1,0,3.1,3.1,0
10144,"Beira Litoral","Aveiro","Aveiro","Eixo","40:37:13.1484000000074''","8:33:5.32079999999809''","firepit",2015-08-09 01:00:00,09:02:00,2015-08-09 01:00:00,11:44:00,2015-08-09 01:00:00,09:12:00,NA,0.0737,0,0,0.0737,0.0737,0
10145,"Ribatejo e Oeste","Leiria","Alcobaça","Martingança","39:41:32.4095999999906''","8:57:30.5891999999982''","agriculture",2015-08-08 01:00:00,16:43:00,2015-08-08 01:00:00,17:05:00,2015-08-08 01:00:00,16:50:00,NA,0,0,0.001,0,0.001,0
10146,"Entre Douro e Minho","Porto","Lousada","Torno","41:17:54.7007999999909''","8:12:45.4428000000024''","firepit",2015-08-08 01:00:00,21:26:00,2015-08-08 01:00:00,22:30:00,2015-08-08 01:00:00,21:40:00,NA,0,0.08,0,0.08,0.08,0
10147,"Beira Interior","Guarda","Guarda","Alvendre","00:40:35.850","00:07:15.520","firepit",2015-08-09 01:00:00,01:44:00,2015-08-09 01:00:00,03:30:00,2015-08-09 01:00:00,02:14:00,NA,0,0.0033,0,0.0033,0.0033,0
10148,"Entre Douro e Minho","Porto","Penafiel","Bustelo","41:13:53.4720000000118''","8:15:39.1428000000005''","firepit",2015-08-09 01:00:00,05:30:00,2015-08-09 01:00:00,06:25:00,2015-08-09 01:00:00,05:36:00,NA,0.01,0,0,0.01,0.01,0
10149,"Entre Douro e Minho","Braga","Celorico de Basto","Canedo de Basto","41:26:20.0471999999957''","7:57:58.8132000000008''","fire",2015-08-09 01:00:00,06:29:00,2015-08-09 01:00:00,09:45:00,2015-08-09 01:00:00,06:50:00,NA,3,0,0,3,3,0
10150,"Ribatejo e Oeste","Santarém","Tomar","São João Batista","39:36:31","08:25:53","agriculture",2015-08-09 01:00:00,09:08:00,2015-08-09 01:00:00,10:10:00,2015-08-09 01:00:00,09:14:00,NA,0,0,0.172,0,0.172,1
10151,"Entre Douro e Minho","Porto","Penafiel","Abragão","41:9:21.3912000000113''","8:13:12.6731999999973''","firepit",2015-08-09 01:00:00,05:49:00,2015-08-09 01:00:00,09:30:00,2015-08-09 01:00:00,06:00:00,NA,0.2,0,0,0.2,0.2,0
10152,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Vila Franca","41:40:38.8668000000109''","8:44:35.5704000000001''","firepit",2015-08-09 01:00:00,02:53:00,2015-08-09 01:00:00,06:30:00,2015-08-09 01:00:00,03:15:00,NA,0.5,0,0,0.5,0.5,1
10153,"Algarve","Faro","Olhão","Moncarapacho","00:37:03.600","00:07:45.900","agriculture",2015-08-09 01:00:00,06:40:00,2015-08-09 01:00:00,08:44:00,2015-08-09 01:00:00,06:58:00,NA,0,0,0.085,0,0.085,0
10154,"Entre Douro e Minho","Porto","Penafiel","Croca","41:12:57.0491999999877''","8:14:28.2012000000029''","firepit",2015-08-08 01:00:00,23:48:00,2015-08-09 01:00:00,02:00:00,2015-08-08 01:00:00,23:54:00,NA,0,0.2,0,0.2,0.2,0
10155,"Entre Douro e Minho","Porto","Baião","Frende","41:7:24.823199999999''","7:56:20.8679999999985''","firepit",2015-08-09 01:00:00,05:37:00,2015-08-09 01:00:00,08:15:00,2015-08-09 01:00:00,05:45:00,NA,0.35,0,0,0.35,0.35,1
10156,"Entre Douro e Minho","Viana do Castelo","Monção","Troviscoso","42:4:14.5092000000096''","8:27:54.5184000000016''","firepit",2015-08-09 01:00:00,11:03:00,2015-08-09 01:00:00,12:00:00,2015-08-09 01:00:00,11:05:00,NA,0,0.2,0,0.2,0.2,0
10157,"Entre Douro e Minho","Porto","Maia","Gemunde","41:15:42.8040000000038''","8:38:6.40319999999804''","fire",2015-08-09 01:00:00,06:40:00,2015-08-09 01:00:00,11:50:00,2015-08-09 01:00:00,06:50:00,NA,1.54,0.055,0,1.595,1.595,0
10158,"Entre Douro e Minho","Porto","Penafiel","Cabeça Santa","41:8:5.05679999999529''","8:16:50.4732000000013''","firepit",2015-08-09 01:00:00,06:53:00,2015-08-09 01:00:00,09:00:00,2015-08-09 01:00:00,07:05:00,NA,0,0.03,0,0.03,0.03,0
10159,"Entre Douro e Minho","Porto","Paços de Ferreira","Lamoso","41:19:17.4827999999968''","8:21:19.810800000002''","firepit",2015-08-08 01:00:00,20:50:00,2015-08-08 01:00:00,22:45:00,2015-08-08 01:00:00,21:05:00,NA,0,0.02,0,0.02,0.02,0
10160,"Trás-os-Montes","Guarda","Vila Nova De Foz Côa","Castelo Melhor","00:41:00.303","00:07:05.962","firepit",2015-08-08 01:00:00,21:46:00,2015-08-09 01:00:00,01:30:00,2015-08-08 01:00:00,21:49:00,NA,0,0.45,0.05,0.45,0.5,0
10161,"Entre Douro e Minho","Braga","Celorico de Basto","Agilde","41:21:50.2451999999971''","8:7:16.9283999999986''","firepit",2015-08-08 01:00:00,23:25:00,2015-08-09 01:00:00,03:15:00,2015-08-08 01:00:00,23:30:00,NA,0.08,0.2,0,0.28,0.28,1
10162,"Beira Litoral","Viseu","Tondela","Vila Nova da Rainha","40:28:14.4515999999965''","8:4:43.9607999999984''","firepit",2015-08-09 01:00:00,06:55:00,2015-08-09 01:00:00,07:45:00,2015-08-09 01:00:00,07:10:00,NA,0,0.015,0,0.015,0.015,0
10163,"Entre Douro e Minho","Porto","Baião","Viariz","41:10:8.5511999999909''","7:58:22.5120000000008''","fire",2015-08-09 01:00:00,06:56:00,2015-08-09 01:00:00,09:35:00,2015-08-09 01:00:00,07:05:00,NA,0,1.39,0,1.39,1.39,1
10164,"Beira Litoral","Aveiro","Ovar","Cortegaça","40:56:25.7964000000095''","8:38:8.6640000000007''","agriculture",2015-08-08 01:00:00,16:54:00,2015-08-08 01:00:00,18:25:00,2015-08-08 01:00:00,16:59:00,NA,0,0,0.09,0,0.09,0
10165,"Entre Douro e Minho","Porto","Felgueiras","Revinhade","41:21:8.35920000000328''","8:15:6.53400000000204''","fire",2015-08-08 01:00:00,17:00:00,2015-08-08 01:00:00,19:50:00,2015-08-08 01:00:00,17:10:00,NA,0,2,0,2,2,0
10166,"Entre Douro e Minho","Porto","Penafiel","Milhundos","41:12:3.19320000000573''","8:16:51.4704000000032''","firepit",2015-08-08 01:00:00,17:50:00,2015-08-08 01:00:00,18:45:00,2015-08-08 01:00:00,17:58:00,NA,0,0.1,0,0.1,0.1,0
10167,"Entre Douro e Minho","Braga","Braga","Palmeira","41:35:22","08:25:58","firepit",2015-08-08 01:00:00,18:52:00,2015-08-08 01:00:00,19:55:00,2015-08-08 01:00:00,19:00:00,NA,0,0.15,0,0.15,0.15,0
10168,"Beira Litoral","Aveiro","Estarreja","Beduído","40:46:40.3392000000076''","8:33:38.7360000000005''","firepit",2015-08-08 01:00:00,15:02:00,2015-08-08 01:00:00,16:28:00,2015-08-08 01:00:00,15:12:00,NA,0,0.034,0,0.034,0.034,0
10169,"Entre Douro e Minho","Porto","Penafiel","Santa Marta","41:11:57.9660000000041''","8:15:4.23720000000074''","fire",2015-08-08 01:00:00,18:11:00,2015-08-09 01:00:00,03:05:00,2015-08-08 01:00:00,18:17:00,NA,10,21.39,0,31.39,31.39,0
10170,"Entre Douro e Minho","Viseu","Resende","Felgueiras","41:3:6.11999999887303E-02''","7:55:49.4615999999986''","firepit",2015-08-09 01:00:00,00:07:00,2015-08-09 01:00:00,01:25:00,2015-08-09 01:00:00,00:15:00,NA,0,0.48,0,0.48,0.48,0
10171,"Entre Douro e Minho","Porto","Penafiel","Urrô","41:11:27.2652000000102''","8:19:51.6179999999976''","firepit",2015-08-09 01:00:00,06:29:00,2015-08-09 01:00:00,08:10:00,2015-08-09 01:00:00,06:40:00,NA,0,0.025,0,0.025,0.025,0
10172,"Entre Douro e Minho","Porto","Baião","Valadares","41:8:37.1688000000074''","7:58:5.96279999999936''","firepit",2015-08-09 01:00:00,02:32:00,2015-08-09 01:00:00,03:58:00,2015-08-09 01:00:00,02:38:00,NA,0,0.26,0,0.26,0.26,1
10173,"Entre Douro e Minho","Porto","Penafiel","Duas Igrejas","41:11:45.6179999999983''","8:16:37.8192000000007''","agriculture",2015-08-09 01:00:00,04:28:00,2015-08-09 01:00:00,05:00:00,2015-08-09 01:00:00,04:34:00,NA,0,0,0.02,0,0.02,0
10174,"Beira Litoral","Viseu","Oliveira de Frades","Pinheiro","40:43:54.526800000009''","8:12:57.5604000000016''","firepit",2015-08-09 01:00:00,07:22:00,2015-08-09 01:00:00,09:37:00,2015-08-09 01:00:00,08:10:00,NA,0.3,0,0,0.3,0.3,1
10175,"Entre Douro e Minho","Porto","Marco de Canaveses","Favões","41:7:22.84320000001''","8:13:35.6520000000022''","firepit",2015-07-30 01:00:00,00:37:00,2015-07-30 01:00:00,01:45:00,2015-07-30 01:00:00,01:03:00,NA,0,0.01,0,0.01,0.01,0
10176,"Ribatejo e Oeste","Setúbal","Barreiro","Lavradio","38:40:16.0571999999945''","9:3:29.1851999999989''","agriculture",2015-08-13 01:00:00,16:39:00,2015-08-13 01:00:00,17:15:00,2015-08-13 01:00:00,16:42:00,NA,0,0,0.2582,0,0.2582,0
10177,"Beira Litoral","Coimbra","Arganil","São Martinho da Cortiça","40:15:57.1643999999935''","8:8:25.2312000000015''","firepit",2015-08-13 01:00:00,17:10:00,2015-08-13 01:00:00,18:30:00,2015-08-13 01:00:00,17:22:00,NA,0,0.01,0,0.01,0.01,0
10178,"Beira Litoral","Coimbra","Penacova","Friúmes","40:16:26.6520000000065''","8:12:40.7520000000022''","firepit",2015-08-14 01:00:00,14:10:00,2015-08-14 01:00:00,14:35:00,2015-08-14 01:00:00,14:24:00,NA,0,0.015,0,0.015,0.015,0
10179,"Entre Douro e Minho","Porto","Marco de Canaveses","Sobretâmega","41:12:3.38400000001002''","8:10:20.6471999999998''","firepit",2015-08-14 01:00:00,22:59:00,2015-08-14 01:00:00,23:45:00,2015-08-14 01:00:00,23:05:00,NA,0.09,0.12,0,0.21,0.21,1
10180,"Entre Douro e Minho","Porto","Penafiel","Rãs","41:10:12.4464000000046''","8:17:48.8184''","firepit",2015-08-15 01:00:00,04:25:00,2015-08-15 01:00:00,07:30:00,2015-08-15 01:00:00,04:35:00,NA,0,0.08,0,0.08,0.08,0
10181,"Beira Litoral","Viseu","Castro Daire","Ester","40:56:26.4515999999924''","8:0:4.74479999999815''","fire",2015-08-15 01:00:00,14:19:00,2015-08-15 01:00:00,15:06:00,2015-08-15 01:00:00,14:28:00,NA,0,1,0,1,1,0
10182,"Beira Litoral","Coimbra","Soure","Soure","40:1:58.8684000000109''","8:35:15.6875999999983''","fire",2015-08-15 01:00:00,14:40:00,2015-08-15 01:00:00,18:23:00,2015-08-15 01:00:00,14:42:00,NA,4.569,5,0,9.569,9.569,1
10183,"Entre Douro e Minho","Porto","Maia","Avioso (Santa Maria)","41:15:53.3304000000044''","8:36:41.9868000000002''","firepit",2015-08-16 01:00:00,17:50:00,2015-08-16 01:00:00,20:00:00,2015-08-16 01:00:00,17:58:00,NA,0,0.01,0,0.01,0.01,0
10184,"Algarve","Faro","Olhão","Moncarapacho","00:37:03.400","00:07:45.900","agriculture",2015-08-16 01:00:00,18:54:00,2015-08-16 01:00:00,20:25:00,2015-08-16 01:00:00,19:05:00,NA,0,0,0.2214,0,0.2214,0
10185,"Beira Litoral","Aveiro","Aveiro","Nossa Senhora de Fátima","40:33:50.3352000000103''","8:33:38.7899999999985''","firepit",2015-08-16 01:00:00,19:07:00,2015-08-16 01:00:00,22:22:00,2015-08-16 01:00:00,19:18:00,NA,0,0.0017,0,0.0017,0.0017,1
10186,"Entre Douro e Minho","Porto","Amarante","Gondar","41:16:0.199200000005249''","8:1:12.1439999999994''","firepit",2015-08-18 01:00:00,15:13:00,2015-08-18 01:00:00,17:45:00,2015-08-18 01:00:00,15:28:00,NA,0,0.02,0,0.02,0.02,0
10187,"Beira Litoral","Viseu","Oliveira de Frades","Oliveira de Frades","40:43:51","08:10:40","firepit",2015-08-18 01:00:00,21:49:00,2015-08-18 01:00:00,23:50:00,2015-08-18 01:00:00,21:55:00,NA,0,0.05,0,0.05,0.05,1
10188,"Entre Douro e Minho","Porto","Marco de Canaveses","Sobretâmega","41:11:55.1472000000098''","8:10:0.753600000000887''","firepit",2015-08-18 01:00:00,21:32:00,2015-08-19 01:00:00,00:05:00,2015-08-18 01:00:00,21:50:00,NA,0.5,0.1,0,0.6,0.6,1
10189,"Entre Douro e Minho","Braga","Barcelos","Paradela","41:27:24.3288000000024''","8:41:10.2300000000015''","firepit",2015-08-19 01:00:00,16:15:00,2015-08-19 01:00:00,19:30:00,2015-08-19 01:00:00,16:28:00,NA,0,0.2,0,0.2,0.2,0
10190,"Ribatejo e Oeste","Santarém","Abrantes","Alvega","39:27:15","08:00:47","fire",2015-08-20 01:00:00,15:15:00,2015-08-20 01:00:00,18:50:00,2015-08-20 01:00:00,15:30:00,NA,2.0573,0.1,0,2.1573,2.1573,1
10191,"Entre Douro e Minho","Viana do Castelo","Monção","Lordelo","42:1:24.6144000000095''","8:27:7.49520000000274''","firepit",2015-08-20 01:00:00,15:27:00,2015-08-20 01:00:00,17:30:00,2015-08-20 01:00:00,15:30:00,NA,0.03,0,0,0.03,0.03,0
10192,"Beira Litoral","Leiria","Ansião","Chão de Couce","39:55:21.9000000000023''","8:23:53.9052000000031''","agriculture",2015-08-20 01:00:00,17:36:00,2015-08-20 01:00:00,20:20:00,2015-08-20 01:00:00,17:45:00,NA,0,0,0.2,0,0.2,1
10193,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Vitorino dos Piães","41:40:51.2400000000042''","8:37:1.24680000000012''","firepit",2015-08-20 01:00:00,20:24:00,2015-08-20 01:00:00,21:57:00,2015-08-20 01:00:00,20:47:00,NA,0,0.005,0,0.005,0.005,0
10194,"Beira Litoral","Viseu","Oliveira de Frades","Pinheiro","40:43:55.7867999999996''","8:12:25.2792000000009''","firepit",2015-08-21 01:00:00,09:19:00,2015-08-21 01:00:00,10:35:00,2015-08-21 01:00:00,09:19:00,NA,0.01,0,0,0.01,0.01,1
10195,"Entre Douro e Minho","Porto","Marco de Canaveses","Sobretâmega","41:11:51.3492000000065''","8:10:36.9408000000007''","firepit",2015-08-21 01:00:00,07:23:00,2015-08-21 01:00:00,08:37:00,2015-08-21 01:00:00,08:20:00,NA,0,0.05,0,0.05,0.05,0
10196,"Ribatejo e Oeste","Santarém","Abrantes","Rio de Moinhos","00:39:29.020","00:08:16.550","agriculture",2015-07-15 01:00:00,15:26:00,2015-07-15 01:00:00,16:37:00,2015-07-15 01:00:00,15:35:00,NA,0,0,0.061,0,0.061,1
10197,"Trás-os-Montes","Vila Real","Peso da Régua","Poiares","41:11:21.1919999999958''","7:43:43.986''","false_alarm",2015-08-21 01:00:00,23:34:00,2015-08-22 01:00:00,00:55:00,2015-08-21 01:00:00,23:55:00,NA,0,0,0,0,0,0
10198,"Trás-os-Montes","Viseu","São João da Pesqueira","Riodades","41:1:24.0131999999926''","7:29:14.9172000000006''","firepit",2015-08-23 01:00:00,00:38:00,2015-08-23 01:00:00,01:23:00,2015-08-23 01:00:00,01:00:00,NA,0,0.001,0,0.001,0.001,1
10199,"Ribatejo e Oeste","Santarém","Abrantes","Martinchel","00:39:32.530","08:19:21.600","firepit",2015-08-24 01:00:00,14:47:00,2015-08-24 01:00:00,16:00:00,2015-08-24 01:00:00,14:49:00,NA,0.0713,0,0,0.0713,0.0713,0
10200,"Ribatejo e Oeste","Santarém","Alcanena","Louriceira","39:28:15","08:45:07","firepit",2015-08-25 01:00:00,16:18:00,2015-08-25 01:00:00,16:59:00,2015-08-25 01:00:00,16:27:00,NA,0.7319,0,0,0.7319,0.7319,1
10201,"Ribatejo e Oeste","Setúbal","Montijo","Canha","38:42:53.2979999999941''","8:39:12.4811999999969''","firepit",2015-08-29 01:00:00,14:42:00,2015-08-29 01:00:00,17:15:00,2015-08-29 01:00:00,14:58:00,NA,0.5194,0.1,0,0.6194,0.6194,0
10202,"Trás-os-Montes","Bragança","Vinhais","Pinheiro Novo","41:57:32.7203999999955''","7:6:54.4356000000009''","firepit",2015-08-30 01:00:00,17:30:00,2015-08-30 01:00:00,18:18:00,2015-08-30 01:00:00,17:45:00,NA,0,0.2,0,0.2,0.2,0
10203,"Entre Douro e Minho","Viana do Castelo","Melgaço","Paderne","42:4:55.3908000000069''","8:16:42.6900000000005''","firepit",2015-08-31 01:00:00,00:07:00,2015-08-31 01:00:00,02:15:00,2015-08-31 01:00:00,00:14:00,NA,0.1,0,0,0.1,0.1,0
10204,"Trás-os-Montes","Vila Real","Valpaços","Carrazedo de Montenegro","41:33:13","07:27:53","firepit",2015-08-31 01:00:00,14:25:00,2015-08-31 01:00:00,15:16:00,2015-08-31 01:00:00,14:30:00,NA,0,0.5,0,0.5,0.5,0
10205,"Beira Litoral","Leiria","Leiria","Cortes","39:42:58.4531999999984''","8:46:40.5731999999988''","firepit",2015-08-31 01:00:00,18:26:00,2015-08-31 01:00:00,20:33:00,2015-08-31 01:00:00,18:40:00,NA,0.2,0,0,0.2,0.2,0
10206,"Trás-os-Montes","Bragança","Torre de Moncorvo","Felgar","41:12:53.3807999999897''","6:57:35.2800000000016''","fire",2015-09-02 01:00:00,01:05:00,2015-09-02 01:00:00,02:20:00,2015-09-02 01:00:00,01:20:00,NA,0,1.1,0,1.1,1.1,1
10207,"Beira Litoral","Coimbra","Coimbra","Ribeira de Frades","40:12:22.4963999999989''","8:29:54.2687999999983''","agriculture",2015-09-02 01:00:00,09:57:00,2015-09-02 01:00:00,11:45:00,2015-09-02 01:00:00,10:10:00,NA,0,0,0.15,0,0.15,0
10208,"Trás-os-Montes","Vila Real","Valpaços","Carrazedo de Montenegro","41:33:34","07:23:49","fire",2015-09-04 01:00:00,01:01:00,2015-09-04 01:00:00,03:40:00,2015-09-04 01:00:00,01:13:00,NA,0,1.6,0,1.6,1.6,0
10209,"Entre Douro e Minho","Porto","Penafiel","Cabeça Santa","41:7:48.4319999999929''","8:16:50.0880000000018''","firepit",2015-08-31 01:00:00,15:52:00,2015-08-31 01:00:00,15:58:00,2015-08-31 01:00:00,15:54:00,NA,0,0.002,0,0.002,0.002,0
10210,"Algarve","Faro","Loulé","Quarteira","00:37:05.200","00:08:04.100","firepit",2015-09-04 01:00:00,23:02:00,2015-09-05 01:00:00,01:35:00,2015-09-04 01:00:00,23:10:00,NA,0,0.1028,0,0.1028,0.1028,1
10211,"Entre Douro e Minho","Viana do Castelo","Caminha","Riba de Âncora","41:48:55.0368000000088''","8:48:41.7887999999988''","firepit",2015-09-05 01:00:00,01:19:00,2015-09-05 01:00:00,03:25:00,2015-09-05 01:00:00,01:20:00,NA,0,0.025,0,0.025,0.025,0
10212,"Trás-os-Montes","Bragança","Freixo de Espada à Cinta","Ligares","41:5:13.3044000000041''","6:57:56.3184000000006''","fire",2015-09-05 01:00:00,01:52:00,2015-09-05 01:00:00,23:58:00,2015-09-05 01:00:00,02:05:00,NA,0,47.2,0,47.2,47.2,1
10213,"Trás-os-Montes","Bragança","Freixo de Espada à Cinta","Freixo de Espada à Cinta","41:5:24.518400000008''","6:50:9.12120000000129''","firepit",2015-09-05 01:00:00,14:00:00,2015-09-05 01:00:00,14:48:00,2015-09-05 01:00:00,14:05:00,NA,0,0.034,0,0.034,0.034,1
10214,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Vale","41:51:10.3032000000064''","8:21:42.3288000000001''","fire",2015-09-05 01:00:00,15:45:00,2015-09-05 01:00:00,16:20:00,2015-09-05 01:00:00,15:53:00,NA,0,1,0,1,1,1
10215,"Entre Douro e Minho","Porto","Amarante","Gatão","41:17:27.1392000000009''","8:4:4.24920000000157''","firepit",2015-09-04 01:00:00,16:25:00,2015-09-04 01:00:00,18:40:00,2015-09-04 01:00:00,16:35:00,NA,0,0.08,0,0.08,0.08,1
10216,"Beira Litoral","Coimbra","Oliveira do Hospital","Lourosa","40:19:9.47280000001228''","7:58:40.1339999999988''","firepit",2015-09-05 01:00:00,14:51:00,2015-09-05 01:00:00,18:20:00,2015-09-05 01:00:00,15:04:00,NA,0.05,0,0,0.05,0.05,1
10217,"Beira Litoral","Coimbra","Coimbra","São Silvestre","40:13:36.3828000000052''","8:32:1.20839999999902''","agriculture",2015-07-19 01:00:00,00:38:00,2015-07-19 01:00:00,02:19:00,2015-07-19 01:00:00,00:50:00,NA,0,0,0.015,0,0.015,0
10218,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Padreiro (Santa Cristina)","41:49:6.03120000000445''","8:29:1.47480000000172''","firepit",2015-07-19 01:00:00,02:41:00,2015-07-19 01:00:00,03:53:00,2015-07-19 01:00:00,03:11:00,NA,0,0.01,0,0.01,0.01,1
10219,"Beira Litoral","Coimbra","Coimbra","Santo António dos Olivais","40:10:58.9943999999946''","8:25:14.8367999999998''","agriculture",2015-07-19 01:00:00,09:52:00,2015-07-19 01:00:00,10:15:00,2015-07-19 01:00:00,09:58:00,NA,0,0,0.001,0,0.001,0
10220,"Trás-os-Montes","Vila Real","Chaves","Vilela Seca","41:48:30.9132000000102''","7:27:0.784799999998427''","firepit",2015-07-19 01:00:00,21:27:00,2015-07-19 01:00:00,22:21:00,2015-07-19 01:00:00,21:41:00,NA,0.01,0,0,0.01,0.01,0
10221,"Beira Litoral","Aveiro","Estarreja","Veiros","40:45:2.29680000000769''","8:36:58.4531999999997''","firepit",2015-07-20 01:00:00,04:07:00,2015-07-20 01:00:00,07:00:00,2015-07-20 01:00:00,04:20:00,NA,0,0.091,0,0.091,0.091,1
10222,"Trás-os-Montes","Bragança","Freixo de Espada à Cinta","Ligares","41:6:7.39079999999262''","6:56:16.8035999999995''","fire",2015-09-06 01:00:00,16:48:00,2015-09-07 01:00:00,01:14:00,2015-09-06 01:00:00,17:10:00,NA,0.5,49.1,0,49.6,49.6,0
10223,"Entre Douro e Minho","Porto","Marco de Canaveses","Vila Boa do Bispo","41:7:12.9431999999883''","8:12:51.426000000001''","firepit",2015-09-06 01:00:00,17:24:00,2015-09-06 01:00:00,19:15:00,2015-09-06 01:00:00,17:30:00,NA,0.05,0,0,0.05,0.05,1
10224,"Trás-os-Montes","Vila Real","Vila Pouca de Aguiar","Santa Marta da Montanha","41:28:50.9592000000123''","7:46:42.4452000000014''","fire",2015-09-06 01:00:00,19:16:00,2015-09-06 01:00:00,21:00:00,2015-09-06 01:00:00,19:22:00,NA,0,4,0,4,4,0
10225,"Trás-os-Montes","Bragança","Torre de Moncorvo","Açoreira","41:8:23.7372000000005''","7:4:4.6847999999985''","firepit",2015-09-06 01:00:00,19:59:00,2015-09-07 01:00:00,00:20:00,2015-09-06 01:00:00,20:18:00,NA,0,0.5,0,0.5,0.5,0
10226,"Entre Douro e Minho","Porto","Amarante","Telões","41:17:33.2699999999977''","8:4:58.5479999999974''","firepit",2015-07-22 01:00:00,15:25:00,2015-07-22 01:00:00,17:20:00,2015-07-22 01:00:00,15:35:00,NA,0.02,0.08,0,0.1,0.1,1
10227,"Beira Interior","Castelo Branco","Vila Velha De Ródão","Sarnadas de Rodão","39:44:5.78400000000613''","7:39:14.2127999999991''","firepit",2015-07-22 01:00:00,18:36:00,2015-07-22 01:00:00,19:45:00,2015-07-22 01:00:00,18:46:00,NA,0,0.9947,0,0.9947,0.9947,1
10228,"Entre Douro e Minho","Braga","Vila Nova de Famalicão","Carreira","41:22:51.826799999991''","8:26:35.3795999999997''","fire",2015-07-22 01:00:00,16:54:00,2015-07-22 01:00:00,17:55:00,2015-07-22 01:00:00,17:05:00,NA,0,1.24,0,1.24,1.24,0
10229,"Beira Interior","Castelo Branco","Proença-a-Nova","Proença-a-Nova","39:49:3.14400000000376''","7:54:10.8935999999988''","firepit",2015-07-23 01:00:00,07:42:00,2015-07-23 01:00:00,10:48:00,2015-07-23 01:00:00,07:59:00,NA,0,0.025,0,0.025,0.025,0
10230,"Entre Douro e Minho","Viseu","Cinfães","Tendais","41:2:10.2804000000009''","8:4:25.2119999999996''","firepit",2015-09-09 01:00:00,12:38:00,2015-09-09 01:00:00,17:15:00,2015-09-09 01:00:00,13:01:00,NA,0,0.5,0,0.5,0.5,0
10231,"Entre Douro e Minho","Porto","Baião","Valadares","41:8:46.9211999999925''","7:58:17.6592000000004''","firepit",2015-09-11 01:00:00,03:23:00,2015-09-11 01:00:00,05:30:00,2015-09-11 01:00:00,03:30:00,NA,0,0.05,0,0.05,0.05,1
10232,"Ribatejo e Oeste","Santarém","Golegã","Azinhaga","39:21:8.35199999999588''","8:31:36.9947999999974''","firepit",2015-09-11 01:00:00,06:49:00,2015-09-11 01:00:00,07:36:00,2015-09-11 01:00:00,06:55:00,NA,0,2e-04,0,2e-04,2e-04,0
10233,"Ribatejo e Oeste","Santarém","Alcanena","Malhou","39:25:18.5879999999997''","8:41:7.59479999999769''","agriculture",2015-09-11 01:00:00,19:02:00,2015-09-11 01:00:00,20:04:00,2015-09-11 01:00:00,19:12:00,NA,0,0,0.0053,0,0.0053,1
10234,"Ribatejo e Oeste","Santarém","Abrantes","São João","00:39:27.500","00:08:11.500","agriculture",2015-09-12 01:00:00,12:36:00,2015-09-12 01:00:00,15:04:00,2015-09-12 01:00:00,12:44:00,NA,0,0,0.7704,0,0.7704,1
10235,"Beira Litoral","Leiria","Leiria","Monte Redondo","39:53:31.6031999999905''","8:50:50.9388000000016''","agriculture",2015-09-12 01:00:00,21:03:00,2015-09-12 01:00:00,23:01:00,2015-09-12 01:00:00,21:15:00,NA,0,0,0.002,0,0.002,0
10236,"Ribatejo e Oeste","Leiria","Óbidos","Vau","39:21:29.2427999999967''","9:14:5.27279999999863''","agriculture",2015-09-05 01:00:00,22:40:00,2015-09-06 01:00:00,00:53:00,2015-09-05 01:00:00,22:55:00,NA,0,0,0.03,0,0.03,0
10237,"Ribatejo e Oeste","Santarém","Chamusca","Carregueira","39:26:01","08:26:09","agriculture",2015-09-17 01:00:00,12:59:00,2015-09-17 01:00:00,14:55:00,2015-09-17 01:00:00,13:10:00,NA,0,0,0.1713,0,0.1713,1
